Family,Product,Patch,PRB,PRB type,Description
Yokohama,Work Order Management,Yokohama Patch 8,PRB1929109,Other Fix,"Yokohama Patch 8
Upon page reload, the value in the decimal input field disappears

1. Open Work Order Template.
2. Input any value in the Enter decimal value field.
3. Save it.
4. Reload the page."
Yokohama,Now Assist Panel,Yokohama Patch 8,PRB1929041,Other Fix,"Yokohama Patch 8
SKILL_EXECUTION_STARTED passes aiaExecutionPlanId as empty in its payload

1. Navigate to an instance.
2. Select the Sparkling icon to trigger AIEX.
3. Keep the debugger at the SKILL_EXECUTION_STARTED' action handler.
4. Trigger the 'Canvas flow' use case.
5. Observe that SKILL_EXECUTION_STARTED is passing 'aiaExecutionPlanId' as an empty value.Expected behavior: The aiaExecutionPlanId payload value should have execution planId of execution.Actual behavior: The aiaExecutionPlanId value is empty."
Yokohama,Database Persistence - Data Access,Yokohama Patch 8,PRB1929018,Other Fix,"Yokohama Patch 8
C2R isn't working when query has '\'
An example cypher: `MATCH (u:User)-[:HAS_MANAGER]->(m:User) WHERE u.user_name = 'abel\tuter' RETURN m`."
Yokohama,Database Connection,Yokohama Patch 8,PRB1928984,Other Fix,"Yokohama Patch 8
'Stop' retries if the connection pool has waited for a connection for longer time
Repeated errors messages 'The connection attempt failed' occur when the txid is the same for hours. Connection creation requests can be unreasonably slow. When the PostgreSQL service is stopped in a lab, almost instant failures are experienced and it takes 13 seconds to exhaust all retries. In a production environment, when a DB host becomes unavailable due to hardware failure, it can take hours to exhaust all retries because each request takes ~100 seconds per request."
Yokohama,Managed Documents,Yokohama Patch 10,PRB1928982,Other Fix,"Yokohama Patch 10
Security bug
"
Yokohama,Activity Stream Activity Component,Yokohama Patch 9,PRB1928959,Other Fix,"Yokohama Patch 9
Security bug
"
Yokohama,Case and Knowledge Management for HR Service Delivery,Yokohama Patch 8,PRB1928914,Other Fix,"Yokohama Patch 8
There's a RCA issue for email reply recommendation
The sparkle icon is missing because this RCA isn't in an allowed state."
Yokohama,Sidebar (Family Release),Yokohama Patch 8,PRB1928878,Other Fix,"Yokohama Patch 8
Private conversations are visible to users on the sidebar
This issue occurs when impersonating a user who is in the discussion ends the impersonation, and then impersonates a user that isn't a participant in the discussion.

1. Impersonate any user.
2. Navigate to any workspace.
3. Open an incident that is in an 'Open' state.
4. Select Discuss.
5. Enter necessary mandatory info.
6. Add a user as a participant.
7. End the impersonation.
8. Impersonate a different user not participating in the discussion.
9. Load the same Incident with the discussion.
10. Notice that there's an entry for the discussion that the user isn't a participant in is visible in the record's Activity Stream.
11. Select Open Discussion.Expected behavior: Only users who are a participant should see the chat conversationActual behavior: Users that aren't participants in a private chat are still able to see the chat conversation."
Yokohama,Activity Stream,Yokohama Patch 10,PRB1928872,Other Fix,"Yokohama Patch 10
The CanReadRepo class encounters a ConcurrentModification Exception
This concurrency issue arises because the class uses a HashMap, which is not thread-safe. The HashMap should be replaced with a ConcurrentHashMap to help ensure thread-safe operations and prevent the exception."
Yokohama,Database Persistence - Data Access,Yokohama Patch 8,PRB1928859,Other Fix,"Yokohama Patch 8
Security bug
"
Yokohama,Platform Analytics Dashboard API,Yokohama Patch 9,PRB1928804,Other Fix,"Yokohama Patch 9
Security bug
"
Yokohama,Integration Hub,Yokohama Patch 8,PRB1928792,Other Fix,"Yokohama Patch 8
Unable to connect to ServiceNow MCP Server using ServiceNow MCP Client
'Apply Default Headers' is being called before ApplyHeaders which always adds the 'Accept: text/event-stream' header. Any headers added in the step are added as well, causing the duplicate headers. The text/event-stream header shouldn't be added if there is an accept header added in the step.

1. Create a SSE step to any endpoint.
2. Add a header with the value 'Accept: application/json,text/event-stream'.
3. Test the SSE step.Notice that the results show the Accept header as the value 'application/json,text/event-stream'."
Yokohama,UI Field Administration,Yokohama Patch 9,PRB1928785,Other Fix,"Yokohama Patch 9
Security bug
"
Yokohama,Health Log Analytics (Family),Yokohama Patch 9,PRB1928753,Other Fix,"Yokohama Patch 9
Security bug
"
Yokohama,Process Mining,Yokohama Patch 8,PRB1928656,Other Fix,"Yokohama Patch 8
Meter-based licensing should count only parent entity cases when collecting data for metering
Case id entries appear for both parent and child entities.

1. Enable a meter-based license.
2. Configure a MDM project.
3. Mine a project.Notice that the promin_meterd_usage table has entries for case ids of both parents and child entities."
Yokohama,Virtual Agent Web Client,Yokohama Patch 8,PRB1928501,Other Fix,"Yokohama Patch 8
Context variables are not accessible in the enhanced chat
The context variables are not accessible in enhanced chat, but they are accessible in standard chat using either 'vaContext.liveagent_' or 'vaVars.liveagent_'."
Yokohama,OneExtend,Yokohama Patch 8,PRB1928470,Other Fix,"Yokohama Patch 8
Abnormal GAIC async submission duration
When the user calls certain code with an async request, the response time should be around 0-200 milliseconds. However, the response time can be as high as five seconds because the Builder Entity cache frequently gets reclaimed.

1. Enable logging sn_ais_assist. AISearchNA4S GeniusResultLogger .level=INFO.
2. Run NAVA QnA flow.
3. Look at the splunk log pattern 'AISearchNA4S GeniusResultLogger response received! duration'.Observe that the submission time can reach two to five seconds."
Yokohama,Virtual Agent,Yokohama Patch 10,PRB1928402,Other Fix,"Yokohama Patch 10
Virtual Agent Enhanced chat translation doesn't work on Chat menu items
When enhanced Chat is enabled in Virtual Agent and the user's language is set to anything other than English, the submenu labels—Activities, Updates, and Closed—don't get translated when accessed."
Yokohama,Virtual Agent Designer Legacy,Yokohama Patch 9,PRB1928396,Other Fix,"Yokohama Patch 9
Date time input when used in a topic block returns null on output parameters

1. Navigate to an instance.
2. Create a topic block (nlu/keywords) with data time input.
3. Add date time input to the output parameters.
4. Run the topic block and the data time returned in the output parameters in {}."
Yokohama,Activity Stream,Yokohama Patch 8,PRB1928323,Other Fix,"Yokohama Patch 8
Add sparkle to the AI username
AI user names should be preceded by the AI sparkle icon (ai-sparkle-outline).

1. Navigate any relevant workspace (CSM, SOW, etc.).
2. Open any incident record with an AI-generated entry.Expected behavior: AI user names should be preceded by the AI sparkle icon (ai-sparkle-outline).Actual behavior: The AI username doesn't have a sparkle in front of it."
Yokohama,Approvals,Yokohama Patch 8,PRB1928314,Other Fix,"Yokohama Patch 8
Re-triggered change approvals aren't routing to the user who rejected them previously
After a Change approval is rejected, re-triggering the approval doesn't route back to the original rejecting approver. Instead, the approval remains in a 'Rejected' state. This issue was observed after upgrading to Yokohama, and occurs with an e-signature enabled for Change requests.

1. Deactivate normal Change request flows in Flow Designer.
2. Create a new normal Change request.
3. Give it any assignment group and request approval.
4. Navigate to the Change request list view.
5. Add the Approval field.
6. Manually change the Approval field state to 'Requested'.
7. Notice that this will trigger the workflow to move past the 'Wait' condition.
8. Reject one of the approvals.
9. Notice that the other approvals move to 'No longer required'.
10. Return to the Change request in list view.
11. Change the Approval field state to 'Requested'.Notice that the rejected approval remains in a 'Rejected' state while the others are requested."
Yokohama,Database Persistence - Data Scale,Yokohama Patch 11,PRB1928008,Other Fix,"Yokohama Patch 11
Upgrade to Yokohama hangs
Upgrades to Yokohama releases may hang for certain instances because of contention on the query registrar.
"
Yokohama,Upgrade Center,Yokohama Patch 11,PRB1927990,Other Fix,"Yokohama Patch 11
Full cache flushes occurs during on-demand installations/upgrades, cause performance issues

1. Select any store app with some dependencies which are also store apps.
2. Notice that after each store app is loaded, all the caches are flushed and reloaded.
3. Continue loading this on any instance with multiple nodes.Notice that a significant load on the database as all the nodes keep reloading all the caches."
Yokohama,Virtual Agent,Yokohama Patch 8,PRB1927985,Other Fix,"Yokohama Patch 8
The synthesized response doesn't get sent immediately due to the message batching causing visual time degradation
There's a delay in sent time and AMB received time in the web client.

1. Set up NAVA.
2. Search 'What is spam?'Observe that there is a delay in sent time (get sendTime from 'Serialized cometd message' colun payload in sys_amb_message table) and AMB received time in the web client."
Yokohama,Virtual Agent,Yokohama Patch 8,PRB1927978,Other Fix,"Yokohama Patch 8
Change the column type from 'Name-Value Pairs' to 'String' in the table sys_cs_one_extend_invocation

1. Set up NAVA.
2. Turn on Agentic Mode.
3. Execute 'What is spam?'Notice the profiler stack trace."
Yokohama,Time Card Management,Yokohama Patch 11,PRB1927955,Other Fix,"Yokohama Patch 11
Security bug
"
Yokohama,Cloud Provisioning and Governance,Yokohama Patch 11,PRB1927950,Other Fix,"Yokohama Patch 11
Security bug
"
Yokohama,Service Catalog,Yokohama Patch 9,PRB1927948,Other Fix,"Yokohama Patch 9
Security bug
"
Yokohama,Discovery,Yokohama Patch 8,PRB1927941,Other Fix,"Yokohama Patch 8
Discovery patterns failed prematurely, causing Discovery failure
An example is during 'Windows OS - Server' pattern Discovery, running the Cluster pattern library throws consecutive errors, which should be expected, but the pattern engine failed the pattern instead.
"
