Problem,Task,DatasetName,NumCompounds,Unit,Type,Metric,DatasetSplit,License,DatasetDescription,TaskDescription,Reference
Single_instance_prediction,Tox,toxcast_BSK_4H_VCAM1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_VDR_BLA_agonist_ratio,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_AutoFluor_HEPG2_Cell_blue,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_OR_gSIGMA_NonSelective,145,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_ISRE_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_BE3C_IP10_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_IL6_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CEETOX_H295R_DOC_up,496,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_HepG2_StressKinase_1h_up,303,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_Tanguay_ZF_120hpf_JAW_up,1021,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_Myb_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_MCP1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_hDFCGF_PAI1_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_ERa_BLA_Agonist_ch2,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_Tanguay_ZF_120hpf_TR_up,1021,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hAMPKa1,111,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_SREBP_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_DR5_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ADME_hCYP1A1,175,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hMMP13,82,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_hAdoRA2a,86,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p3_ratio,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ACEA_T47D_80hr_Positive,1731,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_MCSF_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_3C_Thrombomodulin_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_Proliferation_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CEETOX_H295R_DOC_dn,496,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_VDRE_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_RORb_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_KF3CT_IP10_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,tox21_NR-AR-LBD,6758,,,,,CC BY 4.0,"Tox21 is a data challenge which contains qualitative toxicity measurements for 7,831 compounds on 12 different targets, such as nuclear receptors and stree response pathways.","Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.",Tox21 Challenge to Build Predictive Models of Nuclear Receptor and Stress Response Pathways as Mediated by Exposure to Environmental Toxicants and Drugs
Single_instance_prediction,Tox,toxcast_NVS_ADME_hCYP2B6,136,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p4_ratio,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_APR_Hepat_MitoFxnI_24hr_dn,303,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_GR_BLA_Agonist_ch2,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
